1.050007186955943750e+00,-3.597817152347915215e-01
1.319152325422157657e-01,-1.372690159102466279e+00
9.518391239842890483e-01,1.522053485265026212e-05
-3.478314770961863922e-01,-1.122206910039478256e+00
1.011685311505700346e-01,-1.191686475963634306e+00
-5.189598393052166081e-01,-5.361553194141430723e-01
1.094089560572441666e+00,-4.813002441116368546e-01
8.261555194627654419e-01,2.422586545291830484e-01
3.734403450326184704e-01,-8.831210520777061923e-01
-5.628222021900919358e-02,8.956092096966192795e-01
8.728093013483827212e-02,-8.549816584688085808e-01
-5.171204604496366652e-01,-8.592573205747956466e-01
7.437823040541166053e-01,4.284093435171679731e-01
3.211099840578380826e-01,-1.186958542557912999e+00
4.528824990577632464e-02,9.882073412568720405e-01
2.129717310220169135e-01,-6.139935420975402014e-01
-8.674175509789860961e-02,-1.360126735313551993e+00
3.841331087545460932e-01,-3.322048455038336678e-01
1.831960707165653790e-01,-9.787573043938622153e-01
-2.351642370480682143e-01,-5.889560022102007242e-01
6.853723624630161382e-01,-3.533665886783373677e-01
-8.743543940271195081e-02,8.576274351774884064e-01
1.068585442935969132e+00,-1.504633266686624893e+00
2.268255239994131645e-01,1.523819568894475118e+00
-7.500336439921134919e-03,1.215486423630369295e+00
3.478104030108996048e-01,-1.058753141106387741e+00
2.841001563486117432e-01,3.221255816487986201e-02
6.467488921265949209e-01,8.489236181015513694e-01
-3.247451748492582446e-01,6.649366288529140467e-01
6.731178714818422115e-01,-5.439369566898636377e-01
7.567022111804547202e-02,-1.152880825084797722e+00
1.914183081611878112e+00,-1.509213798438733267e-01
1.997518098271149900e-01,7.554953883756494459e-01
1.196388230941534125e+00,1.305348866823703435e-01
5.046930902746441516e-01,-1.094231077037968847e+00
1.189534481791175935e+00,-2.937779174714216790e-01
2.004539737995210125e-01,-2.054655741332208074e-01
2.832300343728979541e-01,-1.503088445798499873e+00
-7.551387773226214684e-02,1.218001029964978166e+00
-1.632894623174629134e-01,1.366366025908851256e+00
4.926002711556649039e-01,9.906343470886219693e-01
-3.723765512997760131e-03,-1.764642783821150918e+00
-5.110903654534711960e-01,-3.708257117085789201e-01
8.833067261177673934e-01,2.464191972021153101e-02
1.093207187906852784e+00,1.010248814585349875e+00
4.748839530240712703e-01,-2.002120594986933275e-02
5.167750111740061492e-01,-3.928806015315184919e-01
1.432779164601775679e-01,7.233340901679639057e-01
6.525103545339532296e-01,-3.478221942934679456e-01
2.173621702583149740e-01,7.850183591334607414e-01
-6.917549994143453729e-01,1.932510816152601230e+00
6.252267965602524846e-01,5.759169618036226179e-01
1.779117516263608367e+00,1.432349101411049264e-01
2.374661428952327263e-02,1.045011315661795726e+00
1.430382449715133786e-01,9.041844585866478656e-01
4.103613121002230163e-02,4.547011816979060761e-01
1.127176715000611118e+00,-7.023804895731983189e-01
9.210663293875008817e-01,2.042422222150525879e-01
8.926311274333058599e-01,-8.843551836732382876e-02
4.198527651393682003e-01,7.875217170257559074e-02
7.255224944306382096e-01,9.586169204808613342e-01
9.586228138319541348e-01,4.118937487645573103e-01
5.716894317541354464e-01,-8.261830849961465661e-01
6.328417650689220908e-01,9.491280677048727910e-01
1.607690408007004246e+00,-5.388477478945298271e-01
8.295242357750212125e-01,3.793052597707349261e-01
3.205980872809419679e-01,-4.900674049533220167e-01
1.541771559286194027e+00,-7.244591459625233931e-02
1.568686856159326570e+00,2.632540286745424160e-02
1.158391577369168451e-01,8.595513888958351556e-01
1.290762818160550829e+00,4.195430047182586719e-01
9.668632872235839448e-01,1.448438943016237823e-01
1.121678319628549164e-01,-1.672900073344376626e+00
5.612905462341210017e-01,2.225887308574678869e-01
1.233752839674408186e+00,7.341446830367349963e-02
3.685881359531122947e-01,6.815553493339443492e-01
1.406561401202185146e-01,-6.902965286365805309e-01
6.888989270351338901e-01,-9.005311220841552000e-01
3.727358870500834809e-01,-1.908497298504591377e+00
1.459332780815117303e+00,3.121949442441867006e-01
-6.304990933610192805e-01,-1.352842475186267546e+00
5.533719403137461468e-01,1.130435709445193337e+00
2.169591181300448701e-01,-7.312064279079537599e-01
3.268195059057945606e-01,1.029501540907491908e+00
3.898190183083467819e-02,1.318682654365180174e+00
1.416981725009543724e-01,1.199445320008103888e+00
7.188150487662382793e-02,-1.911351744321789337e+00
-5.002073761982837180e-02,3.895234494519974611e-01
7.462918683796047059e-01,2.713424970145128512e-01
5.472287322736728576e-01,-3.247446841240971827e-01
5.514217506040175465e-02,1.008098264668682298e-01
4.855233928016676748e-01,2.511536414455398658e-01
8.164512366593054127e-01,-1.775563431421282312e-01
-2.916430132800987979e-02,-1.088022155367671884e+00
1.467900123703012261e+00,6.856128960153147489e-02
1.053200982338650338e+00,6.504586053447490857e-01
4.503267003505382338e-01,-9.352009900895190686e-01
9.715832825335353196e-01,-1.197861442341921628e-01
4.639639445903628867e-01,6.653984277710105477e-01
1.491471898817559927e+00,-9.198159572438880938e-01
-4.567527739192267511e-01,-1.231545152293837209e+00
-8.970797770137195482e-02,-2.268077914053309163e-01
8.677164391308613833e-01,5.258222680004369654e-01
4.998997782797411082e-02,-7.760265810458495395e-01
-3.759872553766543390e-01,1.077468531362435922e+00
-1.657347527939703469e-01,-5.101988269796537967e-01
-2.943906368794981243e-01,5.899239465462973175e-01
-2.090339890110491303e-02,-1.019920724104250720e-01
6.961060157200680276e-01,-4.684361911943772383e-01
-4.065501773267652386e-01,1.326461832974044075e+00
1.020853275639804547e+00,3.762603408162114582e-01
1.224648406087644581e+00,-1.650932739338082933e-01
3.909031909215274769e-01,-1.389987789266806661e+00
-1.175273893414047061e-01,-4.470398555137438112e-01
1.788401907201142213e-02,7.229306460657221045e-01
1.251768544488318202e+00,-4.885996330393916343e-01
-3.109857017748575148e-01,1.304358596946034510e+00
-1.271013782814094106e-01,-1.305733144436235449e+00
-4.693046683831070265e-02,-1.365473988511768599e+00
-3.366109536894821286e-01,8.030287608672053157e-01
